Course_Name,Platform,Domain,Difficulty_level,Language,Program_Type,Certificate_available,Skills
Facebook Ads: C„≥Moutilizar El Poder De Lapublicidad En Facebook,Universidad Galileo,Communication,Introductory,Espa„±Ol,Professional Certificateinmarketing Digitalprofessional Certificateinmarketing Digital: Google Adwords Y Facebook Ads,Yes,"Persona (User Experience), Digital Marketing, Facebook Ads, Marketing, Demand Generation, Digital Media Strategy, Advertising Campaigns, Bidding, A/B Testing, Community Management, Digital Skills"
Dinosaurios De Lapatagonia,Universidad Nacional De C„≥Rdoba,Science,Introductory,Espa„±Ol,None,No,"Paleontology, Research, Natural Sciences"
Ods En La Agenda 2030 Delas Naciones Unidas:¬†Retosde Los Objetivos De Desar‚Ä¶,Universitat Polit„®Cnica De Val„®Ncia,Social Sciences,Introductory,Espa„±Ol,None,No,"Sustainability, Sustainable Development, Cooperation, Operational Data Store"
Introduction To Serverlesson Kubernetes,The Linux Foundation,Computer Science,Introductory,English,Professional Certificate Inintroduction To Devops: Practices And Tools,Yes,"Serverless Computing, AWS Lambda, Autoscaling, Python (Programming Language), Dashboard, Kubernetes, Authentications"
"Educaci„≥N De Calidad Paratodos: Equidad, Inclusi„≥N Yatenci„≥N A La Diversidad",Universidad Aut„≥Noma De Madrid,Education & Teacher Training,Introductory,Espa„±Ol,None,No,None
Behavioral Economics Andpublic Policy,Indian Institute Of Management B‚Ä¶,Economics & Finance,Intermediate,English,None,No,"Decision Making, Psychology, Public Policies, Economics"
Vitara - Compliance Riskmanagement,The International Monetary Fund,Economics & Finance,Introductory,English,None,No,None
Introduction To Machinelearning On Aws,Amazon Web Services,Computer Science,Introductory,English,None,No,None
Global Housing Design,Delft University Of Technology,Architecture,Intermediate,English,Professional Certificateininclusive And Sustainable Cities,Yes,"Design Strategies, Animations, Built Environment"
La Gestion Des Ressourceshumaines,Hec Montr„©Al,Business & Management,Introductory,Fran„ßAis,Professional Certificate Ing„©Rer Son Personnel De Fa„ßOn Efficace,Yes,"Employee Onboarding, Performance Management, Management, Human Resource Management, Occupational Safety And Health, Planning"
Sustainable Constructionmanagement,"The University Of Maryland, Collegepark‚Ä¶",Engineering,Intermediate,English,Professional Certificateinconstruction Management,Yes,"Roofing, Planning, Laser Scanning, Sustainability, Energy Management, Scheduling, Renovation, Document Production, Erosions, Building Design, Management, Critical Path Method (CPM) Scheduling, HVAC, Building Information Modeling, Operations, Construction, Energy Consumption, Green Building, Construction Management"
Vocal Recordingtechnology,Berklee College Of Music,Engineering,Introductory,English,None,No,"Record Producer, Audio Engineering, Creativity, Equalization, Music Production"
Mi Propia Huerta Org„°Nica,Universidad Nacional De C„≥Rdoba,Biology & Life Sciences,Introductory,Espa„±Ol,None,No,"Livelihood, Irrigation (Landscaping And Agriculture), Soil Science"
Pytorch And Deeplearning For Decisionmakers,The Linux Foundation,Computer Science,Introductory,English,None,No,"Deep Learning, Applications Of Artificial Intelligence, PyTorch (Machine Learning Library), Machine Learning, Business Valuation, Vulnerability, Data Quality, Artificial Intelligence"
Statistics,Delft University Of Technology,Math,Intermediate,English,Professional Certificateinmastering Probability And Statistics,Yes,"Statistical Inference, Descriptive Statistics, R (Programming Language), Machine Learning, Statistical Software, Data Science, Basic Math"
Entrepreneurialleadership Toolbox,Babson College,Business & Management,Advanced,English,Professional Certificateinentrepreneurial Mindset And Leadership,Yes,"Leadership, Entrepreneurial Leadership"
Financial Development Andfinancial Inclusion,The International Monetary Fund,Economics & Finance,Intermediate,English,None,No,"Equity Markets, Financial Technology (FinTech), Financial Market, Investment Banking"
Introduction To The Musicbusiness,Berklee College Of Music,Business & Management,Introductory,English,Xseriesinmusic Business: Industry Essentials,Yes,Music Industry
Designing And Developingan Online Course,University Of British Columbia,Education & Teacher Training,Introductory,English,Professional Certificate Inonline Teaching For Educators: Development And Delivery,Yes,"Content Development, Lecturing, Program Design Languages, Instructional Design"
Introducci„≥N A Laprogramaci„≥N En C: Tiposde Datos Y Estructuras,Universidad Aut„≥Noma De Madrid,Computer Science,Introductory,Espa„±Ol,Professional Certificate Inintroducci„≥N A La Programaci„≥N En C,Yes,Computer Science
Music Technologyfoundations,University Of Adelaide,Computer Science,Introductory,English,None,No,"Electronic Music, MIDI, Music Technology"
European Union Law,Ku Leuven,Law,Introductory,English,"Professional Certificate Ineuropean Studies: History & Culture, Law And Eu Governance",Yes,None
Computational Reasoningwith Microsoft Excel,The National University Of Singap‚Ä¶,Data Analysis & Statistics,Introductory,English,None,No,"Critical Thinking, Computational Tools, Microsoft Excel"
Introducci„≥N A La Energ„≠Asolar Fotovoltaica: Elm„≥Dulo Fotovoltaico,Universitat Polit„®Cnica De Val„®Ncia,Engineering,Intermediate,Espa„±Ol,None,No,"Energy Production, Electricity, Photovoltaics"
Object-Orientedprogramming In Python:Create Your Own Advent‚Ä¶,Raspberry Pi Foundation,Education & Teacher Training,Advanced,English,None,No,None
Test And Behavior Drivendevelopment (Tdd/Bdd),Ibm,Computer Science,Intermediate,English,Professional Certificateindevops And Software Engineering,Yes,"Selenium (Software), Code Coverage, Test Automation, Software Development Life Cycle, Systems Development Life Cycle, Resilience, Test-Driven Development (TDD), Software Release Life Cycle, Behavior-Driven Development"
Behavioral Neuroscience:Analyzing Anxiety Anddepression,University Of Alaska Fairbanks,Biology & Life Sciences,Intermediate,English,Professional Certificate Inbehavioral Neuroscience Research,Yes,"Research, Research Methodologies, Basic Research, Animal Observation And Monitoring, Animal Models, Biology, Mental Health"
E-Commerce Estrat„©Gico,Universidades An„°Huac,Business & Management,Introductory,Espa„±Ol,Professional Certificate Incomunicaci„≥N Estrat„©Gica Para Negocios Digitalesprofessional Certificate Inmarketing Digital Y Estrategias Digitales Empresariales,Yes,"Customer Experience, Digital Marketing, Customer Service, Search Engine Optimization, Social Media, Automation, Product Promotion, Brand Positioning, Mobile Phones, Brand Identity, Social Networks, Communication Strategies, Brand Strategy, Marketing, Target Audience, Product Marketing, Smartphone Operation, Artificial Intelligence, Sales Process, Microsoft Outlook, Online Store, Sales, E-Commerce, Branding"
Online Coursedevelopment: Planningand Implementation,University Of British Columbia,Education & Teacher Training,Introductory,English,Professional Certificateinonline Teaching For Educators: Development And Delivery,Yes,"Learning Management Systems, Planning, Course Development, Strategic Planning, Digital Learning Technology, Needs Assessment, Online Course Development"
Italian Language Aroundthe World,Universit„† Degli Studi Di Napoli Fe‚Ä¶,Literature,Introductory,English,None,No,"Communications, Language Education, Verbal Communication Skills, Italian Language"
"Google Cloud Computingfoundations: Data, Ml,And Ai In Google Cloud",Google Cloud,Computer Science,Introductory,English,Professional Certificate Ingoogle Cloud Computing Foundations,Yes,"Machine Learning, Google Cloud, Cloud Computing, Management, Big Data, Data Analysis, Artificial Intelligence"
Drinking Water Treatment,Delft University Of Technology,Engineering,Intermediate,English,Xseries Inwater Management,Yes,"Water Treatment, Groundwater, Engineering Design Process, Surface Water, Sewage, Biological Process, Water Quality, Unit Processes, Water Services"
Fundamentals Ofpsychology,Doane University,Social Sciences,Introductory,English,None,No,"Cognitive Processing, Scientific Methods, Psychology, Psychopathology, Auditing"
People Analytics Andreporting,Stellenbosch University,Business & Management,Intermediate,English,Professional Certificate Instrategic Human Resources Management,Yes,"Systems Of Measurement, Data Collection, Decision Making, People Management, Dashboard, Human Capital, Performance Management, Intangible Assets"
Analyzing Data With R,Ibm,Data Analysis & Statistics,Introductory,English,Professional Certificateindata Analytics And Visualization With Excel And Rprofessional Certificateinapplied Data Science With R,Yes,"On-Time Performance, Data Preprocessing, R (Programming Language), Data Science, Data Analysis, Exploratory Data Analysis"
Professional Businesspresentations,Doane University,Communication,Introductory,English,Microbachelors Program Inbusiness And Professional Communication For Success,Yes,"Business Communication, Design Elements And Principles, Infographics, Business Presentations, Microsoft PowerPoint, Presentations"
Business Communications- The Basics,Doane University,Communication,Introductory,English,Microbachelors Programinbusiness And Professional Communication For Success,Yes,"Business Communication, Communications, Business Writing, Business Presentations, Emotional Intelligence, Presentations"
Beer: The Science Ofbrewing,Ku Leuven,Food & Nutrition,Intermediate,English,None,No,"Influencing Skills, Biochemistry"
Probability And Statisticsii:  Random Variables ¬ÄìGreat Expectations To Bel‚Ä¶,The Georgia Institute Of Technology,Data Analysis & Statistics,Intermediate,English,Professional Certificate Inprobability/Random Variables,Yes,"Statistical Packages, Random Variables, Statistics, Computer Simulation, R (Programming Language), Probability, Probability And Statistics"
Electricity Distribution,The National University Of Singap‚Ä¶,Engineering,Intermediate,English,None,No,"Circuit Breakers, Electricity, Power Distribution, Electrical Wiring, Voltage, Electrical Power Transmission And Distribution, Transformers (Electrical), Three-Phase, Electric Power Distribution, Single-Phase Electric Power"
Digital Platforms Inperformance,University Of Cambridge,Communication,Intermediate,English,Micromasters‚ÆPrograminwriting For Performance And The Entertainment Industries,Yes,"Script Writing, Podcasting, Digital Productions, Creativity"
Architecting Solutions Onaws,Amazon Web Services,Computer Science,Intermediate,English,Professional Certificate Incloud Solutions Architecture,Yes,"Account Strategy, Amazon Web Services, AWS Certified Solutions Architect Associate, Event-Driven Programming, Architectural Design, Operational Efficiency, Resilience, Solution Architecture"
Algorithmic Design Andtechniques,"The University Of California, San‚Ä¶",Computer Science,Intermediate,English,Micromasters‚ÆPrograminalgorithms And Data Structures,Yes,"Algorithm Design, Divide And Conquer, Algorithms, Dynamic Programming, Greedy Algorithm, Sorting, Data Structures"
"Chinax Book Club: Fiveauthors, Five Books, Fiveviews Of China",Harvard University,Literature,Introductory,English,None,No,Literary Studies
"Understandingagribusiness, Valuechains, And Consumers I‚Ä¶",University Of Adelaide,Business & Management,Intermediate,English,None,No,"Agriculture, Dynamic Business Process Management, Economy, Influencing Skills, Supply Chain, Economic Growth, Consumer Behaviour"
Environmental Dna:Sensing The Diversity Oflife And Assessing Ecosy‚Ä¶,Eth Zurich,Biology & Life Sciences,Intermediate,English,None,No,None
Introducci„≥N Al Derechointernacional P„∫blico,Universidades An„°Huac,Law,Introductory,Espa„±Ol,Professional Certificateinfundamentos De Derecho Comercial Internacional,Yes,"Economics, International Relations, International Laws, Integration, Municipal Law, International Business, Negotiation"
